neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_listings_count,instant_bookable,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,reviews_per_month,price,city,bathrooms,amenities_count,occupancy_q1,occupancy_q2,occupancy_q3,occupancy_q4,occupancy_autumn,occupancy_spring,occupancy_summer,occupancy_winter,occupancy_rate,occupancy_weekday,occupancy_weekend,total_reviews,days_since_last_review,listing_age_days,reviews_last_6m
Embajadores,40.41144,-3.70085,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,1.0,0.98,within an hour,1.0,0,1,14,31,285,1,1125,178,30,4.71,4.7,4.82,4.6,2.08,228.0,Madrid,2.0,26,0.0555555555555555,0.0769230769230768,0.1739130434782608,0.5652173913043479,0.6373626373626373,0.0760869565217391,0.0,0.1666666666666666,0.3315068493150684,0.2183908045977011,0.2211538461538461,,,,
Canillas,40.4642787,-3.649709699999999,Private room in home,Private room,1,1.0,1.0,0.0,0.0,0.0,a few days or more,14.0,0,26,56,86,361,30,365,1,0,5.0,5.0,4.0,5.0,0.04,31.0,Madrid,1.5,34,0.0,0.0,0.0434782608695651,0.0,0.0439560439560439,0.0,0.0,0.0,0.3315068493150684,0.0115384615384614,0.0095238095238094,,,,
Hispanoamérica,40.45637,-3.67558,Private room in rental unit,Private room,1,1.0,1.0,1.0,0.95,0.34,within a few hours,45.0,0,21,51,81,356,5,365,1,1,5.0,5.0,5.0,5.0,0.29,50.0,Madrid,1.0,38,0.0,0.0,0.0978260869565217,0.0,0.0989010989010988,0.0,0.0,0.0,0.3315068493150684,0.0192307692307692,0.038095238095238,,,,
Universidad,40.4239384947361,-3.710935369968673,Entire rental unit,Entire home/apt,5,2.0,3.0,0.0,0.98,0.98,within an hour,5.0,0,0,19,44,319,2,1125,27,27,4.52,4.59,4.85,4.59,6.09,165.0,Madrid,1.0,28,0.0,0.0,0.1739130434782608,0.3260869565217391,0.4505494505494505,0.0,0.0,0.0555555555555555,0.3315068493150684,0.1302681992337164,0.1153846153846154,,,,
Pacífico,40.40398042911991,-3.6770869959784553,Entire rental unit,Entire home/apt,3,2.0,2.0,0.0,1.0,0.97,within an hour,17.0,0,1,24,54,73,28,90,34,24,4.56,4.79,4.62,4.41,1.92,140.0,Madrid,1.0,26,1.0,1.0,0.9891304347826086,0.217391304347826,0.5384615384615384,1.0,1.0,0.6555555555555556,0.3315068493150684,0.7961538461538462,0.8095238095238095,,,,
Palos de Moguer,40.40394,-3.69357,Entire serviced apartment,Entire home/apt,4,2.0,3.0,0.0,1.0,1.0,within an hour,1.0,1,12,42,72,242,3,1125,110,45,4.65,4.58,4.91,4.56,3.55,173.0,Madrid,1.0,45,0.0,0.3296703296703297,0.9782608695652174,0.0326086956521739,0.3406593406593406,0.0,1.0,0.0,0.3315068493150684,0.3384615384615385,0.3333333333333333,,,,
Gaztambide,40.4306085,-3.713743199999999,Entire rental unit,Entire home/apt,1,1.0,1.0,0.0,1.0,0.99,within an hour,44.0,1,0,0,0,269,30,365,3,2,4.0,4.67,4.0,3.67,0.14,97.0,Madrid,1.0,28,0.0,0.0,0.1739130434782608,0.8695652173913043,0.8461538461538461,0.0,0.0,0.2111111111111111,0.3315068493150684,0.2681992337164751,0.25,,,,
Ibiza,40.41706637549789,-3.6760960641544105,Entire rental unit,Entire home/apt,3,2.0,2.0,0.0,1.0,1.0,within an hour,73.0,1,3,13,25,290,1,365,6,1,4.33,4.33,4.33,4.17,0.21,183.0,Madrid,1.0,32,0.0,0.0,0.1847826086956522,0.6304347826086957,0.7142857142857143,0.0,0.0,0.1111111111111111,0.3315068493150684,0.2076923076923077,0.1999999999999999,,,,
Goya,40.42776797507202,-3.6773290549774496,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.68,0.56,within an hour,208.0,1,1,10,19,251,1,365,18,15,4.61,4.83,4.78,4.33,1.1,90.0,Madrid,1.0,22,0.2666666666666667,0.021978021978022,0.217391304347826,0.7391304347826086,0.7252747252747253,0.0,0.0652173913043477,0.4666666666666667,0.3315068493150684,0.3153846153846154,0.3047619047619048,,,,
Valverde,40.5057074,-3.6698972,Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,1.0,within an hour,1.0,0,16,36,56,326,1,365,11,9,5.0,5.0,5.0,5.0,0.78,54.0,Madrid,1.0,43,0.0,0.0,0.0978260869565217,0.3260869565217391,0.3296703296703297,0.0,0.0,0.0999999999999999,0.3315068493150684,0.1153846153846154,0.0857142857142857,,,,
Puerta Bonita,40.38041,-3.74403,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,0.97,0.99,within an hour,17.0,1,0,11,41,303,1,365,1,1,5.0,5.0,4.0,5.0,0.18,104.0,Madrid,1.0,25,0.0,0.0,0.3260869565217391,0.3478260869565217,0.6813186813186813,0.0,0.0,0.0,0.3315068493150684,0.1692307692307691,0.1714285714285713,,,,
Embajadores,40.4134997,-3.7045998,Entire rental unit,Entire home/apt,6,3.0,3.0,0.0,0.86,0.57,within a day,541.0,0,5,26,26,295,1,365,0,0,4.75,4.79,4.85,4.64,1.42,176.0,Madrid,3.5,33,0.0,0.0,0.1739130434782608,0.5869565217391304,0.5604395604395604,0.0,0.0,0.2111111111111111,0.3315068493150684,0.1992337164750958,0.1730769230769231,,,,
Rejas,40.44274,-3.5834,Entire condo,Entire home/apt,4,1.0,1.0,0.0,0.29,0.35,a few days or more,4.0,0,18,48,78,347,1,365,18,6,4.44,4.5,4.61,4.06,0.47,80.0,Madrid,1.0,18,0.0,0.0659340659340659,0.0760869565217391,0.0543478260869565,0.1318681318681318,0.0326086956521739,0.0326086956521739,0.0,0.3315068493150684,0.0346153846153846,0.0857142857142857,,,,
San Isidro,40.39022,-3.73209,Entire rental unit,Entire home/apt,5,2.0,2.0,0.0,0.6,0.98,within a few hours,8.0,0,15,36,59,316,1,365,6,6,3.83,4.0,4.33,4.17,0.9,122.0,Madrid,1.0,10,0.0777777777777777,0.0879120879120879,0.0869565217391304,0.2826086956521739,0.3406593406593406,0.0326086956521739,0.0543478260869565,0.1111111111111111,0.3315068493150684,0.1153846153846154,0.1809523809523809,,,,
Cármenes,40.39908268364317,-3.737447443242397,Private room in rental unit,Private room,2,1.0,1.0,0.0,1.0,0.91,within an hour,4.0,1,0,12,42,317,1,30,80,39,4.54,4.65,4.26,4.6,2.7,42.0,Madrid,1.0,29,0.0,0.0,0.1847826086956522,0.3369565217391305,0.5274725274725275,0.0,0.0,0.0,0.3315068493150684,0.1346153846153845,0.1238095238095238,,,,
Palacio,40.41591906380828,-3.712368345054071,Private room in rental unit,Private room,4,1.0,4.0,1.0,0.99,0.94,within an hour,9.0,0,25,55,85,360,1,365,6,6,4.83,4.67,5.0,4.83,1.89,159.0,Madrid,1.0,19,0.0,0.0,0.0543478260869565,0.0,0.0549450549450549,0.0,0.0,0.0,0.3315068493150684,0.0115384615384614,0.019047619047619,,,,
Justicia,40.42248,-3.69816,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,1.0,0,1,2,32,192,3,70,64,18,4.86,4.63,4.87,4.68,0.59,180.0,Madrid,1.0,55,0.0999999999999999,0.2087912087912088,1.0,0.5760869565217391,0.7912087912087912,0.0,0.8804347826086957,0.2222222222222222,0.3315068493150684,0.475095785440613,0.4711538461538461,,,,
Cuatro Caminos,40.44872,-3.70241,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.99,within an hour,29.0,1,5,5,34,309,30,365,57,23,4.89,4.84,4.72,4.77,3.29,77.0,Madrid,1.0,38,0.0,0.0,0.1195652173913043,0.4891304347826086,0.6153846153846154,0.0,0.0,0.0,0.3315068493150684,0.160919540229885,0.1346153846153845,,,,
Palacio,40.4131884,-3.7090251,Entire rental unit,Entire home/apt,3,1.0,2.0,1.0,1.0,0.98,within an hour,18.0,0,2,7,26,277,1,60,80,72,4.99,4.93,4.98,4.88,5.19,139.0,Madrid,1.0,38,0.0666666666666666,0.1428571428571429,0.1739130434782608,0.5760869565217391,0.6813186813186813,0.0760869565217391,0.0652173913043477,0.1444444444444445,0.3315068493150684,0.2452107279693486,0.2307692307692307,,,,
Ibiza,40.42117,-3.67892,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,0.79,within a few hours,1.0,0,18,48,78,349,2,1125,102,19,4.88,4.93,4.94,4.74,1.9,145.0,Madrid,1.0,43,0.0,0.0,0.1413043478260869,0.0326086956521739,0.1758241758241758,0.0,0.0,0.0,0.3315068493150684,0.0384615384615384,0.0571428571428571,,,,
Palacio,40.42138255069307,-3.711443517659233,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.99,1.0,within an hour,10.0,1,21,50,80,98,1,365,30,30,4.27,4.4,4.77,4.3,2.87,132.0,Madrid,1.0,35,1.0,1.0,0.8586956521739131,0.0760869565217391,0.2637362637362637,1.0,1.0,0.6555555555555556,0.3315068493150684,0.7279693486590038,0.7403846153846154,,,,
San Andrés,40.34161,-3.71677,Entire rental unit,Entire home/apt,5,2.0,3.0,0.0,0.86,0.8,within a day,1.0,0,26,56,86,361,2,1125,28,10,4.79,4.79,4.39,4.54,0.39,128.0,Madrid,1.0,25,0.0,0.0,0.0434782608695651,0.0,0.0439560439560439,0.0,0.0,0.0,0.3315068493150684,0.0076923076923076,0.019047619047619,,,,
Embajadores,40.40857436804511,-3.709624019179597,Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,1.0,within an hour,6.0,1,4,4,4,110,30,365,27,27,4.93,4.89,4.85,4.93,2.83,52.0,Madrid,1.0,34,1.0,0.6703296703296704,0.1413043478260869,0.9891304347826086,0.8131868131868132,1.0,0.0,0.9888888888888888,0.3315068493150684,0.6923076923076923,0.7142857142857143,,,,
Portazgo,40.39305,-3.64111,Private room in rental unit,Private room,1,1.0,1.0,0.0,0.83,0.95,within an hour,1.0,0,0,0,13,13,1,60,88,78,4.78,4.76,4.63,4.69,6.15,20.0,Madrid,1.0,36,1.0,1.0,1.0,0.8586956521739131,0.967032967032967,1.0,1.0,0.8888888888888888,0.3315068493150684,0.9576923076923076,0.9809523809523808,,,,
Timón,40.4704,-3.58288,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1.0,1.0,within an hour,3.0,0,11,33,61,167,2,92,55,42,4.96,4.98,4.89,4.84,3.61,123.0,Madrid,1.0,44,0.011111111111111,1.0,0.967391304347826,0.1847826086956522,0.4725274725274725,0.6630434782608696,1.0,0.0222222222222222,0.3315068493150684,0.5478927203065134,0.5288461538461539,,,,
Puerta del Angel,40.41315,-3.72592,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.8,0.31,within a day,2.0,0,0,7,15,164,1,365,57,36,4.53,4.51,4.82,4.63,3.62,45.0,Madrid,1.0,4,0.2333333333333332,0.2307692307692307,1.0,0.7282608695652174,0.8681318681318682,0.0760869565217391,0.8913043478260869,0.3666666666666667,0.3315068493150684,0.5423076923076924,0.5714285714285714,,,,
Marroquina,40.410156,-3.651743,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,1.0,within an hour,1.0,1,8,22,52,304,3,365,117,19,4.97,4.98,4.85,4.96,2.4,60.0,Madrid,1.0,49,0.0666666666666666,0.0,0.1304347826086956,0.467391304347826,0.4175824175824175,0.0,0.0,0.2555555555555555,0.3315068493150684,0.1730769230769231,0.1523809523809524,,,,
Quintana,40.4366826,-3.6472044,Private room in rental unit,Private room,2,1.0,1.0,0.0,1.0,0.84,within an hour,3.0,0,2,17,47,47,3,365,60,22,4.47,4.12,4.53,4.47,1.95,30.0,Madrid,1.0,31,1.0,1.0,0.9891304347826086,0.5,0.6153846153846154,1.0,1.0,0.8666666666666667,0.3315068493150684,0.8653846153846154,0.8857142857142857,,,,
Embajadores,40.4113,-3.70576,Private room in hostel,Private room,2,1.0,2.0,1.0,0.99,1.0,within an hour,6.0,1,2,15,30,302,1,8,495,87,4.72,4.8,4.81,4.73,4.38,81.0,Madrid,1.5,53,0.011111111111111,0.0,0.1739130434782608,0.5,0.6263736263736264,0.0,0.0108695652173913,0.0555555555555555,0.3315068493150684,0.160919540229885,0.2019230769230768,,,,
Trafalgar,40.43099728256296,-3.703136418736255,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,0.61,within an hour,5.0,0,1,30,60,335,1,365,18,6,4.61,4.78,5.0,4.39,0.5,48.0,Madrid,1.0,4,0.0,0.0,0.1739130434782608,0.1521739130434782,0.3296703296703297,0.0,0.0,0.0,0.3315068493150684,0.0842911877394636,0.0769230769230768,,,,
Recoletos,40.42248730000001,-3.688633,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,0.83,1.0,within a day,250.0,1,0,0,0,1,30,1125,0,0,4.75,4.79,4.85,4.64,1.42,225.0,Madrid,1.0,28,1.0,1.0,1.0,0.9891304347826086,1.0,1.0,1.0,0.9888888888888888,0.3315068493150684,0.9961538461538462,1.0,,,,
Gaztambide,40.43773270703731,-3.7145867248104256,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,1.0,0.94,within an hour,362.0,1,10,40,70,237,1,365,2,2,4.0,5.0,4.5,4.0,0.95,131.0,Madrid,1.0,28,0.0,0.3626373626373627,1.0,0.0326086956521739,0.3626373626373627,0.0326086956521739,1.0,0.0,0.3315068493150684,0.35,0.3523809523809523,,,,
Palacio,40.41596,-3.70961,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,0.82,0.98,within a few hours,142.0,1,3,18,41,115,4,365,0,0,4.75,4.79,4.85,4.64,1.42,288.0,Madrid,1.0,7,0.3444444444444444,1.0,0.967391304347826,0.4239130434782608,0.6923076923076923,1.0,1.0,0.0333333333333333,0.3315068493150684,0.6704980842911877,0.7211538461538461,,,,
Goya,40.42573,-3.67933,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,0.97,0.99,within an hour,904.0,1,0,0,0,221,30,1125,2,0,4.5,5.0,5.0,4.5,0.05,147.0,Madrid,2.0,25,0.011111111111111,0.0,0.5543478260869565,1.0,1.0,0.0,0.2282608695652174,0.3555555555555555,0.3315068493150684,0.3961538461538462,0.3904761904761904,,,,
Embajadores,40.41183,-3.69945,Entire rental unit,Entire home/apt,2,1.0,2.0,1.0,1.0,1.0,within an hour,22.0,1,5,35,65,340,1,365,373,32,4.78,4.85,4.83,4.69,3.49,114.0,Madrid,0.0,25,0.0,0.0,0.1521739130434782,0.1195652173913043,0.2747252747252747,0.0,0.0,0.0,0.3315068493150684,0.0651340996168582,0.0769230769230768,,,,
Goya,40.4255605247063,-3.676582413632633,Entire rental unit,Entire home/apt,6,3.0,5.0,0.0,0.97,0.99,within an hour,904.0,1,0,0,0,147,30,330,0,0,4.75,4.79,4.85,4.64,1.42,196.0,Madrid,2.0,33,0.8333333333333334,0.0,0.5543478260869565,1.0,1.0,0.1739130434782608,0.2282608695652174,1.0,0.3315068493150684,0.5977011494252873,0.5961538461538461,,,,
San Isidro,40.40213,-3.72302,Entire rental unit,Entire home/apt,4,2.0,3.0,1.0,1.0,1.0,within an hour,1.0,1,16,46,76,246,3,365,49,45,4.78,4.78,4.8,4.61,3.88,130.0,Madrid,1.0,28,0.0,0.3296703296703297,0.9347826086956522,0.0326086956521739,0.2967032967032966,0.0,1.0,0.0,0.3315068493150684,0.323076923076923,0.3333333333333333,,,,
Prosperidad,40.44027583972341,-3.676401604156555,Entire rental unit,Entire home/apt,5,2.0,3.0,1.0,0.99,1.0,within an hour,21.0,0,10,35,65,280,2,365,31,26,4.87,4.9,4.81,4.74,1.91,196.0,Madrid,2.0,43,0.0,0.0439560439560439,0.7717391304347826,0.108695652173913,0.4285714285714286,0.0217391304347825,0.4782608695652174,0.0,0.3315068493150684,0.2260536398467433,0.25,,,,
Embajadores,40.41355,-3.70328,Entire rental unit,Entire home/apt,8,2.0,6.0,0.0,1.0,1.0,within an hour,12.0,1,9,39,69,344,1,365,294,45,4.6,4.64,4.88,4.56,5.74,237.0,Madrid,1.0,47,0.0,0.0,0.1413043478260869,0.0869565217391304,0.2307692307692307,0.0,0.0,0.0,0.3315068493150684,0.0651340996168582,0.0384615384615384,,,,
Nueva España,40.4664963,-3.6731219,Entire rental unit,Entire home/apt,6,1.0,1.0,0.0,1.0,1.0,within an hour,28.0,1,15,45,69,341,1,1125,34,7,4.82,4.74,4.79,4.74,1.39,141.0,Madrid,1.0,32,0.0,0.0,0.1413043478260869,0.1195652173913043,0.1758241758241758,0.0,0.0,0.0888888888888889,0.3315068493150684,0.0576923076923077,0.0857142857142857,,,,
Ibiza,40.42023,-3.67494,Entire rental unit,Entire home/apt,3,3.0,3.0,0.0,0.69,0.84,within an hour,18.0,0,0,0,0,162,15,365,1,1,5.0,5.0,4.0,4.0,0.67,128.0,Madrid,2.0,10,0.0,0.2087912087912088,1.0,1.0,1.0,0.0,0.8804347826086957,0.3444444444444444,0.3315068493150684,0.5538461538461539,0.5619047619047619,,,,
Valdefuentes,40.48479,-3.67062,Entire condo,Entire home/apt,2,1.0,2.0,1.0,1.0,1.0,within an hour,1.0,1,9,39,69,344,7,1125,43,10,5.0,4.95,4.84,4.88,0.82,130.0,Madrid,1.0,75,0.0,0.0,0.1739130434782608,0.0543478260869565,0.2307692307692307,0.0,0.0,0.0,0.3315068493150684,0.0538461538461538,0.0666666666666666,,,,
Acacias,40.40334,-3.70217,Entire rental unit,Entire home/apt,4,2.0,2.0,0.0,1.0,1.0,within an hour,98.0,1,7,27,46,319,1,1125,80,26,4.16,4.3,4.75,4.23,2.42,78.0,Madrid,1.0,35,0.0,0.0,0.1739130434782608,0.3260869565217391,0.4395604395604395,0.0,0.0217391304347825,0.0444444444444444,0.3315068493150684,0.1423076923076923,0.0857142857142857,,,,
Puerta Bonita,40.38675347450136,-3.730936537826023,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,1.0,1.0,within an hour,1.0,0,9,22,41,276,2,365,76,65,4.84,4.82,4.47,4.62,5.31,89.0,Madrid,1.0,29,0.1999999999999999,0.0989010989010988,0.2065217391304348,0.467391304347826,0.5384615384615384,0.1195652173913043,0.0652173913043477,0.2555555555555555,0.3315068493150684,0.1999999999999999,0.3523809523809523,,,,
Palacio,40.40976417359094,-3.713223319033396,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.98,within an hour,41.0,1,30,60,90,365,2,365,0,0,4.75,4.79,4.85,4.64,1.42,298.0,Madrid,1.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3315068493150684,0.0,0.0,,,,
Puerta del Angel,40.41061045681913,-3.7386740340546463,Entire rental unit,Entire home/apt,6,2.0,2.0,0.0,0.33,0.6,a few days or more,3.0,1,1,4,6,247,2,90,0,0,4.75,4.79,4.85,4.64,1.42,110.0,Madrid,2.0,23,0.1777777777777778,0.0329670329670329,0.1847826086956522,0.8913043478260869,0.8131868131868132,0.108695652173913,0.0,0.3777777777777777,0.3315068493150684,0.3153846153846154,0.3428571428571428,,,,
Goya,40.42378394098152,-3.67020044743091,Entire rental unit,Entire home/apt,5,2.0,3.0,1.0,1.0,0.91,within an hour,2.0,0,4,13,29,178,1,45,23,23,4.96,5.0,4.91,4.96,2.01,213.0,Madrid,1.0,47,0.2333333333333332,0.2087912087912088,0.9782608695652174,0.6195652173913043,0.7802197802197802,0.0760869565217391,0.8804347826086957,0.3111111111111111,0.3315068493150684,0.4827586206896551,0.5865384615384616,,,,
Pradolongo,40.38206,-3.7077,Private room in home,Private room,2,1.0,1.0,0.0,1.0,1.0,Unknown,1.0,0,28,58,88,178,2,4,6,1,4.33,4.0,3.83,4.17,0.08,66.0,Madrid,1.0,5,0.2111111111111111,1.0,0.8369565217391304,0.0,0.1648351648351648,0.8695652173913043,1.0,0.0,0.3315068493150684,0.5076923076923077,0.5238095238095238,,,,
Palos de Moguer,40.4016983,-3.6965346,Entire rental unit,Entire home/apt,4,1.0,3.0,0.0,0.97,0.99,within an hour,5.0,1,5,18,37,48,1,10,13,13,4.69,4.85,4.92,4.77,1.09,122.0,Madrid,1.0,27,1.0,1.0,0.9565217391304348,0.5217391304347826,0.6483516483516483,1.0,1.0,0.8222222222222222,0.3315068493150684,0.85,0.9142857142857144,,,,
Justicia,40.4237618,-3.6958326,Entire rental unit,Entire home/apt,6,2.0,4.0,0.0,1.0,1.0,within an hour,2.0,0,19,49,77,101,1,1125,154,46,4.84,4.84,4.96,4.73,4.54,278.0,Madrid,1.0,78,0.9333333333333332,1.0,0.9347826086956522,0.0326086956521739,0.2967032967032966,1.0,1.0,0.5888888888888889,0.3315068493150684,0.7279693486590038,0.7115384615384616,,,,
Gaztambide,40.43882738017584,-3.7145527272695817,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,1.0,0.94,within an hour,362.0,1,5,20,50,200,1,365,2,2,5.0,5.0,5.0,5.0,0.74,152.0,Madrid,2.0,34,0.0333333333333333,0.3626373626373627,0.9782608695652174,0.4239130434782608,0.5934065934065934,0.0326086956521739,1.0,0.1777777777777778,0.3315068493150684,0.4444444444444444,0.4711538461538461,,,,
Embajadores,40.4099,-3.69831,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,1.0,within an hour,10.0,1,5,17,42,313,1,365,22,6,4.5,4.45,4.82,4.27,0.76,116.0,Madrid,1.5,46,0.0,0.0,0.1630434782608695,0.4021739130434782,0.5054945054945055,0.0,0.0,0.0666666666666666,0.3315068493150684,0.1264367816091953,0.1826923076923077,,,,
Palacio,40.41227,-3.70833,Entire serviced apartment,Entire home/apt,2,0.0,1.0,1.0,1.0,1.0,within an hour,27.0,1,0,8,24,24,2,1125,406,60,4.81,4.87,4.96,4.78,6.31,104.0,Madrid,1.0,25,1.0,1.0,1.0,0.7391304347826086,0.8461538461538461,1.0,1.0,0.8888888888888888,0.3315068493150684,0.9118773946360154,0.9903846153846154,,,,
Embajadores,40.41317878151068,-3.7062184585047206,Entire rental unit,Entire home/apt,6,2.0,4.0,0.0,0.98,0.99,within an hour,11.0,1,8,25,51,324,1,365,7,7,5.0,4.86,5.0,4.57,2.21,246.0,Madrid,1.5,31,0.0,0.021978021978022,0.1304347826086956,0.2934782608695652,0.4285714285714286,0.0217391304347825,0.0,0.0,0.3315068493150684,0.10727969348659,0.125,,,,
Vista Alegre,40.38908,-3.73657,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,1.0,0.94,within an hour,2.0,0,9,30,60,60,2,365,87,25,4.71,4.85,4.23,4.5,2.1,78.0,Madrid,1.0,34,1.0,1.0,0.9130434782608696,0.4347826086956522,0.4725274725274725,1.0,1.0,0.8666666666666667,0.3315068493150684,0.8346153846153846,0.8380952380952381,,,,
Embajadores,40.411100744705685,-3.704984286439772,Entire rental unit,Entire home/apt,2,1.0,2.0,0.0,0.0,0.0,a few days or more,1.0,0,14,44,74,254,30,365,0,0,4.75,4.79,4.85,4.64,1.42,48.0,Madrid,1.0,27,0.0,0.2087912087912088,1.0,0.0,0.3296703296703297,0.0,0.8804347826086957,0.0,0.3315068493150684,0.3026819923371647,0.3076923076923077,,,,
Palacio,40.42046,-3.70753,Entire rental unit,Entire home/apt,3,1.0,2.0,0.0,1.0,1.0,within an hour,93.0,1,8,38,68,70,3,1125,235,50,4.39,4.53,4.82,4.39,3.15,118.0,Madrid,1.0,32,1.0,1.0,0.9456521739130436,0.2934782608695652,0.3956043956043956,1.0,1.0,0.8333333333333334,0.3315068493150684,0.8007662835249042,0.8269230769230769,,,,
Adelfas,40.39777407510979,-3.670920418106171,Entire rental unit,Entire home/apt,4,2.0,3.0,0.0,1.0,1.0,within an hour,1.0,1,13,43,73,348,3,365,7,7,4.0,4.0,4.14,4.14,3.56,92.0,Madrid,1.0,20,0.0,0.0,0.108695652173913,0.0760869565217391,0.1868131868131868,0.0,0.0,0.0,0.3315068493150684,0.0346153846153846,0.0761904761904761,,,,
Ventas,40.43023,-3.65535,Private room in rental unit,Private room,2,1.0,1.0,0.0,0.0,0.0,a few days or more,1.0,0,23,53,83,358,1,365,0,0,4.75,4.79,4.85,4.64,1.42,42.0,Madrid,1.0,12,0.0,0.0,0.0760869565217391,0.0,0.0769230769230768,0.0,0.0,0.0,0.3315068493150684,0.0192307692307692,0.019047619047619,,,,
Sol,40.4158602,-3.7062896,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,0.97,1.0,within an hour,28.0,1,10,26,56,299,2,365,40,40,4.85,4.75,4.98,4.88,4.92,203.0,Madrid,1.0,10,0.2777777777777778,0.0,0.1195652173913043,0.3260869565217391,0.3736263736263736,0.0,0.0,0.3555555555555555,0.3315068493150684,0.2030651340996169,0.125,,,,
Opañel,40.39189,-3.71686,Entire rental unit,Entire home/apt,6,3.0,4.0,0.0,0.88,0.25,within a day,36.0,0,0,0,0,270,7,1125,0,0,4.75,4.79,4.85,4.64,1.42,154.0,Madrid,1.0,22,0.0,0.0,0.1847826086956522,0.8478260869565217,0.8571428571428572,0.0,0.0,0.1888888888888888,0.3315068493150684,0.2615384615384615,0.2571428571428571,,,,
Recoletos,40.42774,-3.68614,Entire rental unit,Entire home/apt,4,1.0,4.0,0.0,0.98,1.0,within an hour,22.0,1,0,12,42,317,1,365,9,9,4.78,5.0,5.0,4.78,0.83,202.0,Madrid,1.0,27,0.0,0.0,0.1847826086956522,0.3369565217391305,0.5274725274725275,0.0,0.0,0.0,0.3315068493150684,0.1307692307692307,0.1333333333333333,,,,
Cuatro Caminos,40.4551,-3.69482,Entire rental unit,Entire home/apt,5,2.0,3.0,1.0,1.0,0.93,Unknown,1.0,0,0,0,0,0,3,1125,97,25,4.89,4.82,4.94,4.77,2.07,120.0,Madrid,1.0,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3315068493150684,1.0,1.0,,,,
Vista Alegre,40.3877205,-3.7392443,Entire rental unit,Entire home/apt,6,2.0,3.0,0.0,1.0,1.0,within an hour,2.0,1,8,26,26,26,4,365,10,4,5.0,4.9,4.8,5.0,0.31,129.0,Madrid,1.0,42,1.0,1.0,0.9782608695652174,0.7391304347826086,0.7142857142857143,1.0,1.0,1.0,0.3315068493150684,0.9307692307692308,0.923809523809524,,,,
Palos de Moguer,40.40115,-3.69657,Entire rental unit,Entire home/apt,8,3.0,6.0,0.0,1.0,0.0,Unknown,1.0,0,0,0,0,13,3,1125,22,0,4.18,4.32,4.41,4.32,0.14,142.0,Madrid,2.0,14,1.0,1.0,0.8586956521739131,1.0,0.8571428571428572,1.0,1.0,1.0,0.3315068493150684,0.9653846153846154,0.961904761904762,,,,
Castillejos,40.46115,-3.69749,Entire rental unit,Entire home/apt,4,1.0,2.0,0.0,0.9,0.89,within a few hours,2.0,0,16,26,48,270,2,60,39,20,4.9,4.97,4.72,4.79,1.94,128.0,Madrid,1.0,21,0.1111111111111111,0.2637362637362637,0.2282608695652174,0.4347826086956522,0.5714285714285714,0.0869565217391304,0.1739130434782608,0.2111111111111111,0.3315068493150684,0.2337164750957854,0.3269230769230768,,,,
Acacias,40.40215915528297,-3.702299915487032,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1.0,1.0,within an hour,4.0,0,6,26,53,253,1,365,275,138,4.92,4.93,4.83,4.86,11.1,162.0,Madrid,1.0,49,0.0,0.0,0.9782608695652174,0.2391304347826086,0.5164835164835164,0.0,0.6739130434782609,0.0333333333333333,0.3315068493150684,0.3153846153846154,0.2857142857142857,,,,
